age,experience,gender,role,sector,company,department,education,salary
24,6,Female,System Administrator,IT & Software,TechNova Systems,Finance,PhD,614025
26,8,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,MSc,1772828
52,20,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MBA,907008
50,21,Male,System Administrator,IT & Software,TechNova Systems,Development,BCA,1286602
55,23,Male,Project Manager,IT & Software,TechNova Systems,Support,MSc,1108327
36,17,Female,Data Analyst,IT & Software,TechNova Systems,Support,MBA,1099560
33,10,Female,UI/UX Designer,IT & Software,TechNova Systems,Management,BCA,1891903
50,21,Male,Technical Lead,IT & Software,TechNova Systems,Management,MBA,1088648
39,12,Female,HR Executive,IT & Software,TechNova Systems,Testing,B.Sc,1319519
37,14,Female,Software Engineer,IT & Software,TechNova Systems,HR,B.Sc,1444089
39,15,Female,Technical Lead,IT & Software,TechNova Systems,Finance,PhD,2677951
48,19,Female,Technical Lead,IT & Software,TechNova Systems,HR,MSc,2350590
46,18,Male,Data Scientist,IT & Software,TechNova Systems,Testing,B.Sc,1352674
57,25,Male,QA Engineer,IT & Software,TechNova Systems,HR,M.Tech,2053548
46,16,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MSc,1978208
43,17,Female,UI/UX Designer,IT & Software,TechNova Systems,Management,BCA,1107340
29,9,Female,QA Engineer,IT & Software,TechNova Systems,Development,B.Tech,511224
32,14,Male,Technical Lead,IT & Software,TechNova Systems,Finance,PhD,1954395
21,3,Male,Senior Developer,IT & Software,TechNova Systems,Management,MCA,721084
21,3,Male,System Administrator,IT & Software,TechNova Systems,Development,MCA,750874
54,24,Male,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,3000000
52,19,Female,QA Engineer,IT & Software,TechNova Systems,Management,B.Tech,1201192
45,20,Female,Project Manager,IT & Software,TechNova Systems,Finance,MCA,2075457
21,3,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,PhD,1459881
36,13,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,PhD,1083465
59,21,Female,HR Executive,IT & Software,TechNova Systems,Development,MBA,1011589
25,7,Female,HR Executive,IT & Software,TechNova Systems,Finance,M.Tech,1124543
42,15,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,MSc,1126551
49,19,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,MCA,1014718
23,5,Male,Project Manager,IT & Software,TechNova Systems,HR,M.Tech,2186730
32,12,Female,QA Engineer,IT & Software,TechNova Systems,Management,BCA,1219186
46,15,Female,QA Engineer,IT & Software,TechNova Systems,Management,PhD,1428805
36,16,Female,Technical Lead,IT & Software,TechNova Systems,Support,B.Tech,2139152
57,25,Male,QA Engineer,IT & Software,TechNova Systems,Testing,PhD,2279896
42,14,Male,Project Manager,IT & Software,TechNova Systems,Testing,MCA,2534379
49,17,Male,HR Executive,IT & Software,TechNova Systems,Management,M.Tech,1748826
34,14,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,MBA,1297962
48,22,Male,Software Engineer,IT & Software,TechNova Systems,Support,MSc,687764
25,7,Male,Project Manager,IT & Software,TechNova Systems,Sales,MBA,1068394
50,15,Female,Senior Developer,IT & Software,TechNova Systems,Sales,PhD,1226414
25,7,Female,Product Manager,IT & Software,TechNova Systems,Support,B.Tech,1472865
32,12,Female,QA Engineer,IT & Software,TechNova Systems,Finance,BCA,487570
36,14,Male,HR Executive,IT & Software,TechNova Systems,Management,MSc,662739
46,19,Female,System Administrator,IT & Software,TechNova Systems,Testing,B.Sc,1923221
46,16,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,MCA,1067673
41,19,Female,UI/UX Designer,IT & Software,TechNova Systems,Development,PhD,2517561
59,27,Male,QA Engineer,IT & Software,TechNova Systems,Support,MBA,1546120
56,26,Male,Senior Developer,IT & Software,TechNova Systems,Support,MBA,1399379
53,15,Female,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Tech,2457229
50,19,Female,HR Executive,IT & Software,TechNova Systems,Testing,MBA,1840735
57,16,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MCA,2338539
43,14,Male,QA Engineer,IT & Software,TechNova Systems,Testing,B.Tech,1423018
30,4,Male,Technical Lead,IT & Software,TechNova Systems,Support,M.Tech,2062929
25,7,Female,Data Scientist,IT & Software,TechNova Systems,Sales,B.Tech,2984705
56,23,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,BCA,1293003
54,20,Female,Project Manager,IT & Software,TechNova Systems,DevOps,MCA,2867190
51,18,Female,Senior Developer,IT & Software,TechNova Systems,HR,BCA,1813029
30,12,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,MCA,1677215
39,12,Female,Software Engineer,IT & Software,TechNova Systems,Support,M.Tech,427362
52,17,Male,System Administrator,IT & Software,TechNova Systems,Sales,PhD,1026220
21,3,Male,HR Executive,IT & Software,TechNova Systems,DevOps,B.Tech,1191433
25,7,Male,Senior Developer,IT & Software,TechNova Systems,Management,MCA,1613085
24,6,Male,Project Manager,IT & Software,TechNova Systems,Management,MCA,2649358
36,13,Female,QA Engineer,IT & Software,TechNova Systems,Support,M.Tech,1780059
44,19,Female,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,618126
36,17,Female,HR Executive,IT & Software,TechNova Systems,Sales,B.Tech,591983
22,4,Male,Project Manager,IT & Software,TechNova Systems,Sales,MSc,2269975
48,19,Male,HR Executive,IT & Software,TechNova Systems,Management,MCA,1460141
52,21,Male,Project Manager,IT & Software,TechNova Systems,HR,MBA,785536
47,19,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,M.Tech,2075747
40,10,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,B.Sc,594980
44,16,Female,QA Engineer,IT & Software,TechNova Systems,Finance,B.Sc,1869392
32,11,Male,Data Scientist,IT & Software,TechNova Systems,Finance,M.Tech,1772445
55,20,Male,Data Analyst,IT & Software,TechNova Systems,Development,B.Sc,530658
53,21,Female,Technical Lead,IT & Software,TechNova Systems,HR,MCA,1980800
53,20,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,B.Sc,1018772
57,19,Male,Product Manager,IT & Software,TechNova Systems,Support,B.Tech,3000000
32,12,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MSc,1111760
23,5,Other,QA Engineer,IT & Software,TechNova Systems,Support,MBA,1010059
21,0,Other,QA Engineer,IT & Software,TechNova Systems,Support,MSc,639626
53,17,Female,QA Engineer,IT & Software,TechNova Systems,HR,MSc,1191728
30,12,Female,Data Analyst,IT & Software,TechNova Systems,HR,MCA,1531654
49,22,Male,Software Engineer,IT & Software,TechNova Systems,Development,M.Tech,1652961
33,5,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,1693178
32,10,Male,Data Analyst,IT & Software,TechNova Systems,Support,PhD,1452475
51,21,Female,System Administrator,IT & Software,TechNova Systems,Management,MCA,1936523
22,4,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,1864846
55,20,Male,UI/UX Designer,IT & Software,TechNova Systems,DevOps,B.Sc,2381229
43,15,Female,System Administrator,IT & Software,TechNova Systems,HR,PhD,2290014
37,18,Male,Project Manager,IT & Software,TechNova Systems,Finance,M.Tech,803465
46,20,Male,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,1397456
28,10,Female,Technical Lead,IT & Software,TechNova Systems,Management,MSc,2690583
49,18,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Tech,1936569
46,21,Female,Technical Lead,IT & Software,TechNova Systems,Finance,B.Sc,2432330
30,6,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,MSc,2110266
46,21,Female,Data Analyst,IT & Software,TechNova Systems,HR,B.Tech,568677
54,21,Male,Software Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1447821
27,9,Male,Project Manager,IT & Software,TechNova Systems,DevOps,B.Sc,1402426
24,6,Female,QA Engineer,IT & Software,TechNova Systems,Support,MCA,641284
31,6,Female,Data Analyst,IT & Software,TechNova Systems,Testing,PhD,1029627
49,19,Male,System Administrator,IT & Software,TechNova Systems,HR,BCA,896079
56,24,Female,System Administrator,IT & Software,TechNova Systems,Sales,B.Tech,823914
45,20,Male,Senior Developer,IT & Software,TechNova Systems,Finance,MBA,1075815
41,18,Male,QA Engineer,IT & Software,TechNova Systems,Finance,PhD,813860
56,23,Male,DevOps Engineer,IT & Software,TechNova Systems,Development,MCA,1761235
30,9,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,MSc,1561862
57,25,Female,System Administrator,IT & Software,TechNova Systems,Sales,B.Sc,1889901
29,8,Female,Technical Lead,IT & Software,TechNova Systems,Support,M.Tech,2864065
44,20,Female,Senior Developer,IT & Software,TechNova Systems,Testing,MCA,1871104
55,21,Female,Data Scientist,IT & Software,TechNova Systems,Support,MSc,2534038
55,21,Male,HR Executive,IT & Software,TechNova Systems,Sales,B.Tech,1163713
56,24,Male,Senior Developer,IT & Software,TechNova Systems,Support,MBA,1302921
38,18,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MSc,1499427
59,25,Female,System Administrator,IT & Software,TechNova Systems,Support,PhD,2678889
52,18,Female,Data Analyst,IT & Software,TechNova Systems,Development,B.Sc,1708067
44,19,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,1246886
43,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,PhD,619670
52,23,Male,Data Scientist,IT & Software,TechNova Systems,Support,MBA,3000000
57,18,Female,Technical Lead,IT & Software,TechNova Systems,Support,BCA,1090594
32,12,Male,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,1633352
33,10,Male,Project Manager,IT & Software,TechNova Systems,Testing,B.Sc,2619567
43,19,Female,System Administrator,IT & Software,TechNova Systems,DevOps,PhD,813413
45,21,Female,QA Engineer,IT & Software,TechNova Systems,Sales,MCA,1146436
55,22,Male,Software Engineer,IT & Software,TechNova Systems,Sales,B.Tech,714511
50,20,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Sc,2909932
37,16,Female,Data Analyst,IT & Software,TechNova Systems,Management,MSc,1989365
40,19,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,744486
45,18,Female,Technical Lead,IT & Software,TechNova Systems,Support,MCA,2082740
42,15,Female,QA Engineer,IT & Software,TechNova Systems,Finance,PhD,1601499
33,15,Male,Project Manager,IT & Software,TechNova Systems,Sales,M.Tech,3000000
39,10,Male,Project Manager,IT & Software,TechNova Systems,Finance,MCA,1267427
56,25,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MCA,2463685
32,10,Male,Project Manager,IT & Software,TechNova Systems,HR,MBA,2811320
39,14,Female,Data Analyst,IT & Software,TechNova Systems,Management,B.Tech,1716969
32,14,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,BCA,1801390
29,10,Male,Product Manager,IT & Software,TechNova Systems,Development,MSc,2213649
27,9,Male,Data Analyst,IT & Software,TechNova Systems,Testing,MSc,743545
48,22,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MCA,2056267
34,13,Male,Project Manager,IT & Software,TechNova Systems,HR,MCA,2574986
51,21,Female,DevOps Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1355681
39,15,Male,HR Executive,IT & Software,TechNova Systems,Development,B.Tech,882381
36,14,Female,Software Engineer,IT & Software,TechNova Systems,HR,M.Tech,391606
25,6,Male,System Administrator,IT & Software,TechNova Systems,HR,PhD,646376
55,21,Female,QA Engineer,IT & Software,TechNova Systems,Testing,MSc,1782451
32,8,Female,Software Engineer,IT & Software,TechNova Systems,Finance,M.Tech,1329454
45,15,Male,Data Analyst,IT & Software,TechNova Systems,DevOps,B.Tech,635292
41,10,Male,HR Executive,IT & Software,TechNova Systems,DevOps,BCA,1573763
56,23,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Sc,2019538
43,22,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1768398
36,13,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,M.Tech,1730514
59,26,Female,Product Manager,IT & Software,TechNova Systems,Support,MBA,3000000
59,26,Female,Data Scientist,IT & Software,TechNova Systems,Support,MBA,3000000
34,10,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,PhD,3000000
51,17,Male,Data Analyst,IT & Software,TechNova Systems,HR,MCA,1355564
25,7,Female,HR Executive,IT & Software,TechNova Systems,Sales,BCA,398616
55,21,Other,DevOps Engineer,IT & Software,TechNova Systems,Finance,MBA,1128343
43,13,Male,System Administrator,IT & Software,TechNova Systems,DevOps,M.Tech,1007342
49,17,Male,System Administrator,IT & Software,TechNova Systems,Development,MBA,1899399
31,13,Female,Software Engineer,IT & Software,TechNova Systems,Testing,BCA,644583
38,12,Male,Technical Lead,IT & Software,TechNova Systems,Finance,BCA,1729389
32,4,Male,QA Engineer,IT & Software,TechNova Systems,Support,B.Sc,422462
29,10,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,B.Tech,2103718
30,11,Female,Technical Lead,IT & Software,TechNova Systems,Sales,B.Tech,1977047
37,14,Male,Project Manager,IT & Software,TechNova Systems,Testing,M.Tech,2504328
58,26,Male,System Administrator,IT & Software,TechNova Systems,Management,MCA,2624582
27,9,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,BCA,1114874
33,13,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,B.Tech,1737778
29,11,Male,HR Executive,IT & Software,TechNova Systems,HR,MSc,973729
47,18,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,2215837
22,4,Female,Senior Developer,IT & Software,TechNova Systems,Sales,BCA,1605197
25,6,Female,System Administrator,IT & Software,TechNova Systems,HR,B.Sc,1809514
49,16,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MSc,1324975
57,24,Male,Technical Lead,IT & Software,TechNova Systems,Testing,MCA,1971127
58,26,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MCA,862864
39,14,Male,Product Manager,IT & Software,TechNova Systems,DevOps,MCA,3000000
28,8,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,1042556
21,3,Male,DevOps Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1319338
42,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,PhD,818037
37,15,Male,QA Engineer,IT & Software,TechNova Systems,Development,MCA,762769
27,9,Male,System Administrator,IT & Software,TechNova Systems,Management,MSc,1562936
45,16,Female,Project Manager,IT & Software,TechNova Systems,Finance,MSc,1620687
24,6,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,802153
56,20,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MBA,1822732
26,8,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,PhD,550330
51,23,Male,Senior Developer,IT & Software,TechNova Systems,Finance,B.Sc,1963251
39,15,Female,Technical Lead,IT & Software,TechNova Systems,HR,MBA,1015181
59,29,Male,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,659934
47,18,Female,System Administrator,IT & Software,TechNova Systems,Finance,M.Tech,1085585
30,12,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,BCA,1612472
46,17,Male,Technical Lead,IT & Software,TechNova Systems,Sales,PhD,1825044
39,21,Male,Project Manager,IT & Software,TechNova Systems,HR,MBA,1330275
59,28,Female,QA Engineer,IT & Software,TechNova Systems,Development,B.Tech,1744660
23,5,Female,UI/UX Designer,IT & Software,TechNova Systems,Finance,BCA,1434339
33,15,Male,Senior Developer,IT & Software,TechNova Systems,Management,M.Tech,1381786
48,23,Female,Project Manager,IT & Software,TechNova Systems,Testing,MCA,3000000
40,20,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,1266690
48,11,Female,Data Scientist,IT & Software,TechNova Systems,HR,MSc,1359645
28,10,Male,Data Analyst,IT & Software,TechNova Systems,DevOps,B.Sc,1446868
59,25,Female,Software Engineer,IT & Software,TechNova Systems,HR,M.Tech,1659586
21,3,Male,System Administrator,IT & Software,TechNova Systems,Finance,MCA,1311566
23,5,Female,Technical Lead,IT & Software,TechNova Systems,Management,MBA,2087339
33,13,Female,HR Executive,IT & Software,TechNova Systems,Support,MSc,1086898
48,23,Female,HR Executive,IT & Software,TechNova Systems,DevOps,B.Sc,1405965
45,19,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,MCA,2153297
53,21,Female,Senior Developer,IT & Software,TechNova Systems,Support,MCA,2702653
58,26,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1354811
26,8,Female,Product Manager,IT & Software,TechNova Systems,Finance,M.Tech,3000000
52,22,Female,Product Manager,IT & Software,TechNova Systems,Sales,MCA,1550739
41,22,Female,Technical Lead,IT & Software,TechNova Systems,Testing,BCA,1307084
36,13,Female,HR Executive,IT & Software,TechNova Systems,Sales,MBA,1019795
41,11,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Sc,1973577
31,12,Female,QA Engineer,IT & Software,TechNova Systems,Development,BCA,1924009
57,23,Male,Product Manager,IT & Software,TechNova Systems,Sales,B.Tech,3000000
56,24,Female,Data Scientist,IT & Software,TechNova Systems,DevOps,MBA,3000000
55,22,Female,Senior Developer,IT & Software,TechNova Systems,Testing,B.Sc,1546338
39,17,Other,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,624403
40,22,Male,Product Manager,IT & Software,TechNova Systems,Sales,MBA,3000000
38,17,Male,Software Engineer,IT & Software,TechNova Systems,HR,MSc,816231
34,16,Female,Software Engineer,IT & Software,TechNova Systems,HR,B.Sc,536723
35,13,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Tech,1729354
51,16,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MSc,613853
21,1,Female,HR Executive,IT & Software,TechNova Systems,Finance,BCA,1316767
23,5,Female,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,1209029
